# REFLECTION COEFFICIENT
# 
# Ion          : carbon   
# Target       : tungsten
# Software     : RustBCA v.1.2.0 
# Repository   : https://github.com/lcpp-org/RustBCA
# Legend
# First column : energy [eV]
# First row    : angles [deg]
# Table        : reflection probability

0.0000e+00, 1.0000e-05, 1.0000e+01, 2.0000e+01, 3.0000e+01, 4.0000e+01, 5.0000e+01, 6.0000e+01, 6.5000e+01, 7.0000e+01, 7.2000e+01, 7.4000e+01, 7.6000e+01, 7.8000e+01, 8.0000e+01, 8.2000e+01, 8.4000e+01, 8.6000e+01, 8.8000e+01
3.0000e+01, 7.2414e-01, 7.2406e-01, 7.4021e-01, 7.6551e-01, 7.9838e-01, 8.4176e-01, 8.9132e-01, 9.1309e-01, 9.3081e-01, 9.3537e-01, 9.4035e-01, 9.4903e-01, 9.5363e-01, 9.5690e-01, 9.5980e-01, 9.6204e-01, 9.6448e-01, 9.6525e-01
3.1082e+01, 7.2187e-01, 7.2274e-01, 7.3501e-01, 7.5945e-01, 7.9720e-01, 8.4316e-01, 8.9058e-01, 9.1279e-01, 9.3089e-01, 9.3561e-01, 9.4260e-01, 9.5034e-01, 9.5421e-01, 9.5799e-01, 9.5910e-01, 9.6303e-01, 9.6443e-01, 9.6555e-01
3.2202e+01, 7.1976e-01, 7.1724e-01, 7.3348e-01, 7.5904e-01, 7.9311e-01, 8.4004e-01, 8.8868e-01, 9.1088e-01, 9.3039e-01, 9.3615e-01, 9.4363e-01, 9.5016e-01, 9.5640e-01, 9.5911e-01, 9.6043e-01, 9.6327e-01, 9.6411e-01, 9.6703e-01
3.3363e+01, 7.1667e-01, 7.1452e-01, 7.2919e-01, 7.5317e-01, 7.9339e-01, 8.3935e-01, 8.8836e-01, 9.1131e-01, 9.2921e-01, 9.3648e-01, 9.4375e-01, 9.4992e-01, 9.5532e-01, 9.5993e-01, 9.6156e-01, 9.6362e-01, 9.6585e-01, 9.6787e-01
3.4566e+01, 7.1045e-01, 7.1264e-01, 7.2540e-01, 7.5236e-01, 7.8734e-01, 8.3684e-01, 8.8656e-01, 9.1143e-01, 9.2866e-01, 9.3648e-01, 9.4361e-01, 9.5041e-01, 9.5650e-01, 9.6000e-01, 9.6240e-01, 9.6367e-01, 9.6936e-01, 9.6904e-01
3.5812e+01, 7.0716e-01, 7.0740e-01, 7.2227e-01, 7.4687e-01, 7.8405e-01, 8.3468e-01, 8.8495e-01, 9.0985e-01, 9.2950e-01, 9.3590e-01, 9.4389e-01, 9.4897e-01, 9.5545e-01, 9.5947e-01, 9.6321e-01, 9.6730e-01, 9.6905e-01, 9.6919e-01
3.7104e+01, 7.0424e-01, 7.0139e-01, 7.1634e-01, 7.4321e-01, 7.8311e-01, 8.3224e-01, 8.8333e-01, 9.0754e-01, 9.2915e-01, 9.3617e-01, 9.4362e-01, 9.5113e-01, 9.5673e-01, 9.5996e-01, 9.6420e-01, 9.6709e-01, 9.6954e-01, 9.7040e-01
3.8441e+01, 6.9746e-01, 7.0390e-01, 7.1585e-01, 7.3963e-01, 7.7843e-01, 8.3028e-01, 8.8178e-01, 9.0872e-01, 9.2837e-01, 9.3610e-01, 9.4434e-01, 9.5275e-01, 9.5620e-01, 9.6177e-01, 9.6518e-01, 9.6834e-01, 9.7056e-01, 9.7007e-01
3.9827e+01, 6.9223e-01, 6.9500e-01, 7.1140e-01, 7.3742e-01, 7.7545e-01, 8.2724e-01, 8.7989e-01, 9.0775e-01, 9.2752e-01, 9.3618e-01, 9.4407e-01, 9.5144e-01, 9.5788e-01, 9.6075e-01, 9.6572e-01, 9.6829e-01, 9.7071e-01, 9.7298e-01
4.1263e+01, 6.8892e-01, 6.9323e-01, 7.0907e-01, 7.3253e-01, 7.7418e-01, 8.2332e-01, 8.7984e-01, 9.0584e-01, 9.2534e-01, 9.3523e-01, 9.4389e-01, 9.5145e-01, 9.5712e-01, 9.6182e-01, 9.6532e-01, 9.7003e-01, 9.7107e-01, 9.7198e-01
4.2751e+01, 6.8527e-01, 6.8343e-01, 7.0201e-01, 7.2937e-01, 7.7173e-01, 8.2171e-01, 8.7560e-01, 9.0333e-01, 9.2639e-01, 9.3522e-01, 9.4403e-01, 9.5218e-01, 9.5772e-01, 9.6233e-01, 9.6653e-01, 9.6963e-01, 9.7279e-01, 9.7310e-01
4.4292e+01, 6.8422e-01, 6.8345e-01, 6.9929e-01, 7.2667e-01, 7.6520e-01, 8.1865e-01, 8.7612e-01, 9.0250e-01, 9.2522e-01, 9.3525e-01, 9.4355e-01, 9.5249e-01, 9.5767e-01, 9.6275e-01, 9.6711e-01, 9.7062e-01, 9.7266e-01, 9.7412e-01
4.5889e+01, 6.8061e-01, 6.7894e-01, 6.9148e-01, 7.2229e-01, 7.6251e-01, 8.1597e-01, 8.7408e-01, 9.0202e-01, 9.2555e-01, 9.3446e-01, 9.4555e-01, 9.5193e-01, 9.5697e-01, 9.6286e-01, 9.6671e-01, 9.7196e-01, 9.7420e-01, 9.7411e-01
4.7544e+01, 6.7230e-01, 6.7546e-01, 6.9031e-01, 7.2037e-01, 7.5898e-01, 8.1238e-01, 8.7283e-01, 8.9867e-01, 9.2609e-01, 9.3460e-01, 9.4453e-01, 9.5111e-01, 9.5732e-01, 9.6220e-01, 9.6735e-01, 9.7241e-01, 9.7397e-01, 9.7476e-01
4.9258e+01, 6.6800e-01, 6.7112e-01, 6.8589e-01, 7.1681e-01, 7.5539e-01, 8.1104e-01, 8.7120e-01, 8.9971e-01, 9.2348e-01, 9.3228e-01, 9.4281e-01, 9.5200e-01, 9.5850e-01, 9.6241e-01, 9.6980e-01, 9.7334e-01, 9.7501e-01, 9.7600e-01
5.1034e+01, 6.6524e-01, 6.6890e-01, 6.8139e-01, 7.1325e-01, 7.5021e-01, 8.0840e-01, 8.6718e-01, 8.9867e-01, 9.2391e-01, 9.3196e-01, 9.4393e-01, 9.5128e-01, 9.5864e-01, 9.6373e-01, 9.6995e-01, 9.7353e-01, 9.7432e-01, 9.7586e-01
5.2874e+01, 6.6022e-01, 6.6355e-01, 6.7976e-01, 7.0781e-01, 7.5114e-01, 8.0554e-01, 8.6754e-01, 8.9401e-01, 9.2262e-01, 9.3391e-01, 9.4257e-01, 9.5121e-01, 9.5783e-01, 9.6432e-01, 9.6993e-01, 9.7377e-01, 9.7596e-01, 9.7707e-01
5.4780e+01, 6.5585e-01, 6.6117e-01, 6.7582e-01, 7.0376e-01, 7.4682e-01, 8.0136e-01, 8.6600e-01, 8.9328e-01, 9.2129e-01, 9.3274e-01, 9.4168e-01, 9.5145e-01, 9.5787e-01, 9.6423e-01, 9.7009e-01, 9.7380e-01, 9.7578e-01, 9.7766e-01
5.6756e+01, 6.5408e-01, 6.5545e-01, 6.7118e-01, 6.9877e-01, 7.4082e-01, 8.0040e-01, 8.6163e-01, 8.9363e-01, 9.2049e-01, 9.3260e-01, 9.4187e-01, 9.4965e-01, 9.5862e-01, 9.6589e-01, 9.7007e-01, 9.7433e-01, 9.7605e-01, 9.7881e-01
5.8802e+01, 6.4773e-01, 6.5394e-01, 6.6486e-01, 6.9538e-01, 7.3840e-01, 7.9477e-01, 8.5895e-01, 8.9233e-01, 9.2010e-01, 9.3059e-01, 9.4152e-01, 9.5262e-01, 9.5785e-01, 9.6472e-01, 9.7158e-01, 9.7404e-01, 9.7726e-01, 9.8039e-01
6.0922e+01, 6.4690e-01, 6.4612e-01, 6.6348e-01, 6.9342e-01, 7.3469e-01, 7.9235e-01, 8.5726e-01, 8.8995e-01, 9.1968e-01, 9.2965e-01, 9.4134e-01, 9.5161e-01, 9.5786e-01, 9.6577e-01, 9.7173e-01, 9.7481e-01, 9.7873e-01, 9.8043e-01
6.3118e+01, 6.3937e-01, 6.4331e-01, 6.6103e-01, 6.8930e-01, 7.3078e-01, 7.8604e-01, 8.5405e-01, 8.8800e-01, 9.1919e-01, 9.3034e-01, 9.4059e-01, 9.5097e-01, 9.5886e-01, 9.6570e-01, 9.7152e-01, 9.7593e-01, 9.7853e-01, 9.7987e-01
6.5394e+01, 6.3692e-01, 6.3656e-01, 6.5699e-01, 6.8352e-01, 7.2909e-01, 7.8890e-01, 8.5197e-01, 8.8565e-01, 9.1696e-01, 9.2785e-01, 9.3971e-01, 9.5025e-01, 9.5934e-01, 9.6558e-01, 9.7174e-01, 9.7615e-01, 9.7935e-01, 9.8148e-01
6.7752e+01, 6.3330e-01, 6.3564e-01, 6.5359e-01, 6.8218e-01, 7.2509e-01, 7.8345e-01, 8.5058e-01, 8.8435e-01, 9.1489e-01, 9.2831e-01, 9.3925e-01, 9.5107e-01, 9.5944e-01, 9.6696e-01, 9.7242e-01, 9.7704e-01, 9.7951e-01, 9.8190e-01
7.0195e+01, 6.2913e-01, 6.3498e-01, 6.4991e-01, 6.7957e-01, 7.2106e-01, 7.8049e-01, 8.4797e-01, 8.8354e-01, 9.1439e-01, 9.2827e-01, 9.3864e-01, 9.5056e-01, 9.5866e-01, 9.6694e-01, 9.7344e-01, 9.7605e-01, 9.7985e-01, 9.8173e-01
7.2725e+01, 6.2505e-01, 6.2699e-01, 6.4495e-01, 6.7443e-01, 7.1928e-01, 7.7582e-01, 8.4389e-01, 8.8099e-01, 9.1268e-01, 9.2808e-01, 9.3966e-01, 9.5010e-01, 9.5795e-01, 9.6711e-01, 9.7318e-01, 9.7746e-01, 9.8040e-01, 9.8250e-01
7.5348e+01, 6.2167e-01, 6.2439e-01, 6.3834e-01, 6.7057e-01, 7.1398e-01, 7.7242e-01, 8.4395e-01, 8.7816e-01, 9.1251e-01, 9.2602e-01, 9.3720e-01, 9.4996e-01, 9.5793e-01, 9.6745e-01, 9.7351e-01, 9.7796e-01, 9.8106e-01, 9.8312e-01
7.8064e+01, 6.1918e-01, 6.2144e-01, 6.4047e-01, 6.6875e-01, 7.0752e-01, 7.6691e-01, 8.4012e-01, 8.7676e-01, 9.1101e-01, 9.2347e-01, 9.3708e-01, 9.4779e-01, 9.5865e-01, 9.6713e-01, 9.7249e-01, 9.7890e-01, 9.8153e-01, 9.8350e-01
8.0879e+01, 6.1365e-01, 6.1696e-01, 6.3236e-01, 6.6392e-01, 7.0732e-01, 7.6613e-01, 8.3849e-01, 8.7465e-01, 9.1015e-01, 9.2277e-01, 9.3725e-01, 9.4759e-01, 9.5802e-01, 9.6750e-01, 9.7311e-01, 9.7817e-01, 9.8257e-01, 9.8357e-01
8.3795e+01, 6.0877e-01, 6.1355e-01, 6.3313e-01, 6.5836e-01, 7.0461e-01, 7.6246e-01, 8.3526e-01, 8.7318e-01, 9.0760e-01, 9.2100e-01, 9.3599e-01, 9.4853e-01, 9.5697e-01, 9.6631e-01, 9.7439e-01, 9.7867e-01, 9.8226e-01, 9.8384e-01
8.6816e+01, 6.0925e-01, 6.0771e-01, 6.2738e-01, 6.5504e-01, 7.0055e-01, 7.6192e-01, 8.3278e-01, 8.7097e-01, 9.0671e-01, 9.2116e-01, 9.3462e-01, 9.4560e-01, 9.5824e-01, 9.6683e-01, 9.7505e-01, 9.7939e-01, 9.8349e-01, 9.8428e-01
